post_id,text,post_text,shared_text,time,image,video,video_thumbnail,video_id,likes,comments,shares,post_url,link,user_id,username,is_live,factcheck,shared_post_id,shared_time,shared_user_id,shared_username,shared_post_url,images
495881865131829,"En route pour le 23Mars...

Pour Précommander appelez dès maintenant ici :
+225 01 03 08 15 14
+225 07 08 78 07 35

L’ALBUM sera officiellement disponible sur #youtube et toutes les plateformes ce 23 Mars

Intro de l’album : https://youtu.be/qYVDs-ZmJnE

#ALLUMEZ_LA_LUMIÈRE 💽
#on_va_etonner_le_monde 🌕","En route pour le 23Mars...

Pour Précommander appelez dès maintenant ici :
+225 01 03 08 15 14
+225 07 08 78 07 35

L’ALBUM sera officiellement disponible sur #youtube et toutes les plateformes ce 23 Mars

Intro de l’album : https://youtu.be/qYVDs-ZmJnE

#ALLUMEZ_LA_LUMIÈRE 💽
#on_va_etonner_le_monde 🌕",,2021-03-09 10:45:05,https://scontent-cdg2-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/158822713_495881831798499_2950180074688220141_n.jpg?_nc_cat=104&ccb=1-3&_nc_sid=110474&_nc_ohc=it-gB7UWcyMAX975Lv4&_nc_ht=scontent-cdg2-1.xx&tp=14&oh=09fa54d3d82794ae1d22a85918ae0893&oe=607B88E1,,,,4821,123,0,https://facebook.com/ksbloomofficiel/posts/495881865131829,https://youtu.be/qYVDs-ZmJnE,112105906842762,Ks Bloom,False,,,,,,,['https://scontent-cdg2-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/158822713_495881831798499_2950180074688220141_n.jpg?_nc_cat=104&ccb=1-3&_nc_sid=110474&_nc_ohc=it-gB7UWcyMAX975Lv4&_nc_ht=scontent-cdg2-1.xx&tp=14&oh=09fa54d3d82794ae1d22a85918ae0893&oe=607B88E1']
494904231896259,"🔅pourquoi c'est quand on donne sa vie à JÉSUS qu'on reçoit les propositions les plus tentantes du monde ?

c'est simple hein les Disciples ,
J’ai compris que personnes n'aime la crasse ,
personnes n'aime la saleté (bon on sait jamais aussi hein , les gens sont trop bizarre 2 jrs là)
sinon normalement tout le monde aime marcher avec quelqu'un qui sent bon , quelqu'un qui est propre .

🔅quand tu donne ta vie à JÉSUS , spirituellement tu deviens une nouvelle personne (2 corinthiens 5:17 ) donc ton Esprit est bien nouveau , bien propre du coup sans le vouloir tu attire à toi toutes sortes de choses , toutes sortes de grâce et d'esprit parceque je répète tout le monde aime marcher avec quelqu'un qui est propre et qui sent bon .

c'est là où tu vois les gens vouloir que tu marches toujours avec eux , les gens qui ne te calculait pas commence à te calculer , c'est là où tout le monde veut sortir aec toi ( pour rien hein )

c'est ce qui explique toutes ses offres que tu reçois . mais attention ! n'accepte jamais celles qui te feront perdre cet éclat sinon tu connais la suite... garde toi clean , des offres divines viendront sans que tu force .

🔅on peut plus creuser l'explication histoire de mieux comprendre mais pour ne pas être trop long retient juste que si tu as décidé de te convertir et que c'est à ce moment là que tu reçois toutes les propositions alléchantes même celles que tu n'avais jamais reçu avant c'est normal et c'est l'une des preuves que le sang du Christ t'as lavé et que Spirituellement tu es Fraiiis ✨ !

💽 L’ALBUM sort ce 23 mars mais je vous sent même pas ! ON VA REPORTER HEIN 😼 !!
vs pouvez appeler ici 👇 pour vous faire livrer le CD:
+225 01 03 08 15 14
+225 07 08 78 07 35

""TOUT ÇA C'EST LE DISCIPOLAT""
Intro d’album 👉 : https://youtu.be/qYVDs-ZmJnE
#allumez_la_lumière 💽
#on_va_étonner_le_monde🌕","🔅pourquoi c'est quand on donne sa vie à JÉSUS qu'on reçoit les propositions les plus tentantes du monde ?

c'est simple hein les Disciples ,
J’ai compris que personnes n'aime la crasse ,
personnes n'aime la saleté (bon on sait jamais aussi hein , les gens sont trop bizarre 2 jrs là)
sinon normalement tout le monde aime marcher avec quelqu'un qui sent bon , quelqu'un qui est propre .

🔅quand tu donne ta vie à JÉSUS , spirituellement tu deviens une nouvelle personne (2 corinthiens 5:17 ) donc ton Esprit est bien nouveau , bien propre du coup sans le vouloir tu attire à toi toutes sortes de choses , toutes sortes de grâce et d'esprit parceque je répète tout le monde aime marcher avec quelqu'un qui est propre et qui sent bon .

c'est là où tu vois les gens vouloir que tu marches toujours avec eux , les gens qui ne te calculait pas commence à te calculer , c'est là où tout le monde veut sortir aec toi ( pour rien hein )

c'est ce qui explique toutes ses offres que tu reçois . mais attention ! n'accepte jamais celles qui te feront perdre cet éclat sinon tu connais la suite... garde toi clean , des offres divines viendront sans que tu force .

🔅on peut plus creuser l'explication histoire de mieux comprendre mais pour ne pas être trop long retient juste que si tu as décidé de te convertir et que c'est à ce moment là que tu reçois toutes les propositions alléchantes même celles que tu n'avais jamais reçu avant c'est normal et c'est l'une des preuves que le sang du Christ t'as lavé et que Spirituellement tu es Fraiiis ✨ !

💽 L’ALBUM sort ce 23 mars mais je vous sent même pas ! ON VA REPORTER HEIN 😼 !!
vs pouvez appeler ici 👇 pour vous faire livrer le CD:
+225 01 03 08 15 14
+225 07 08 78 07 35

""TOUT ÇA C'EST LE DISCIPOLAT""
Intro d’album 👉 : https://youtu.be/qYVDs-ZmJnE
#allumez_la_lumière 💽
#on_va_étonner_le_monde🌕",,2021-03-07 20:25:44,https://scontent-cdg2-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/158442009_494900168563332_5914503976995206657_n.jpg?_nc_cat=107&ccb=1-3&_nc_sid=110474&_nc_ohc=iUkEmJYPaYoAX_rPoLn&_nc_ht=scontent-cdg2-1.xx&tp=14&oh=68272565771f295b80ab45653e9f82a5&oe=6079E711,,,,9680,313,0,https://facebook.com/ksbloomofficiel/posts/494904231896259,,112105906842762,Ks Bloom,False,,,,,,,['https://scontent-cdg2-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/158442009_494900168563332_5914503976995206657_n.jpg?_nc_cat=107&ccb=1-3&_nc_sid=110474&_nc_ohc=iUkEmJYPaYoAX_rPoLn&_nc_ht=scontent-cdg2-1.xx&tp=14&oh=68272565771f295b80ab45653e9f82a5&oe=6079E711']
494275311959151,"À propos de la dernière fois .

#Holly_Chill | ALBUM disponible ce 23 Mars 2021

Les soeurettes vous êtes trop cools 👊😄

Intro d'Album 👉 : https://youtu.be/qYVDs-ZmJnE
#ALLUMEZ_LA_LUMIÈRE 💽
""TOUT ÇA C'EST LE DISCIPOLAT""
#on_va_étonner_le_monde 🌕","À propos de la dernière fois .

#Holly_Chill | ALBUM disponible ce 23 Mars 2021

Les soeurettes vous êtes trop cools 👊😄

Intro d'Album 👉 : https://youtu.be/qYVDs-ZmJnE
#ALLUMEZ_LA_LUMIÈRE 💽
""TOUT ÇA C'EST LE DISCIPOLAT""
#on_va_étonner_le_monde 🌕",,2021-03-06 22:33:56,,https://video-cdt1-1.xx.fbcdn.net/v/t42.1790-2/10000000_1132172803914567_8104501409857363065_n.mp4?_nc_cat=110&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=_QoH0XPd22cAX_RxhQ0&_nc_ht=video-cdt1-1.xx&oh=99f6944e97839bbb16ca8490098d206f&oe=6054FA81,https://scontent-cdt1-1.xx.fbcdn.net/v/t15.5256-10/cp0/e15/q65/s320x320/142885289_473335477369944_8645763825973939677_n.jpg?_nc_cat=106&ccb=1-3&_nc_sid=ccf8b3&_nc_ohc=zSoo1eFUoOMAX_Vr3d3&_nc_ht=scontent-cdt1-1.xx&tp=9&oh=0e1155904d1be4e27e0583805751f5e3&oe=607A7404,473334400703385,2077,149,0,https://facebook.com/ksbloomofficiel/videos/473334400703385,https://youtu.be/qYVDs-ZmJnE,112105906842762,Ks Bloom,False,,,,,,,[]
493614962025186,,,,2021-03-05 22:42:26,https://scontent-cdt1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/157279907_493614832025199_8973400738545527559_o.jpg?_nc_cat=109&ccb=1-3&_nc_sid=dd9801&_nc_ohc=kZDNo6xeNsUAX90bSLR&_nc_ht=scontent-cdt1-1.xx&tp=14&oh=9c9c10a392dd29a38f0da7be19ab455d&oe=607C1FC5,,,,4528,96,0,https://facebook.com/ksbloomofficiel/posts/493614828691866,,112105906842762,Ks Bloom,False,,,,,,,"['https://scontent-cdt1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/157279907_493614832025199_8973400738545527559_o.jpg?_nc_cat=109&ccb=1-3&_nc_sid=dd9801&_nc_ohc=kZDNo6xeNsUAX90bSLR&_nc_ht=scontent-cdt1-1.xx&tp=14&oh=9c9c10a392dd29a38f0da7be19ab455d&oe=607C1FC5', 'https://scontent-cdt1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/157279907_493614832025199_8973400738545527559_o.jpg?_nc_cat=109&ccb=1-3&_nc_sid=dd9801&_nc_ohc=kZDNo6xeNsUAX90bSLR&_nc_ht=scontent-cdt1-1.xx&tp=14&oh=9c9c10a392dd29a38f0da7be19ab455d&oe=607C1FC5', 'https://scontent-cdt1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/157279907_493614832025199_8973400738545527559_o.jpg?_nc_cat=109&ccb=1-3&_nc_sid=dd9801&_nc_ohc=kZDNo6xeNsUAX90bSLR&_nc_ht=scontent-cdt1-1.xx&tp=14&oh=9c9c10a392dd29a38f0da7be19ab455d&oe=607C1FC5']"
492297772156905,"Merci mon vieux Billy Billy 🙏 ! Merci ✊❤️

Billy Billy
March 3 at 6:58 PM ·

Jkiff !!!",Merci mon vieux Billy Billy 🙏 ! Merci ✊❤️,"Billy Billy
March 3 at 6:58 PM ·

Jkiff !!!",2021-03-03 21:58:29,,https://video-cdt1-1.xx.fbcdn.net/v/t42.1790-2/154802733_1684584775070118_5059704348648668546_n.mp4?_nc_cat=106&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=KjpclBRMlFkAX_AvOC5&_nc_ht=video-cdt1-1.xx&oh=7242e4767cbb34c3bc4684a5f4cfe351&oe=6054F3FD,https://scontent-cdt1-1.xx.fbcdn.net/v/t15.5256-10/cp0/e15/q65/s320x320/137122590_267911874991102_8071420478890883908_n.jpg?_nc_cat=106&ccb=1-3&_nc_sid=ccf8b3&_nc_ohc=KOOFFHg5820AX9xnA7x&_nc_ht=scontent-cdt1-1.xx&tp=9&oh=41782107a9b71bd77077f2f502bf99ad&oe=607943D0,267911541657802,1791,91,224,https://facebook.com/ksbloomofficiel/posts/492297772156905,,112105906842762,Ks Bloom,False,,272736310883442,2021-03-03 18:58:00,100044412250550,Billy Billy,https://facebook.com/story.php?story_fbid=272736310883442&id=100044412250550,[]
492285675491448,"Les disciples notre ALBUM est enfin là !
Soyez parmis les premiers à le recevoir !

Pour Précommandez appelez dès maintenant ici :
+225 01 03 08 15 14
+225 07 08 78 07 35

L’ALBUM sera officiellement disponible sur #youtube et toutes les plateformes ce 23 Mars

Intro de l’album : https://youtu.be/qYVDs-ZmJnE

#ALLUMEZ_LA_LUMIÈRE 💽
#on_va_etonner_le_monde 🌕","Les disciples notre ALBUM est enfin là !
Soyez parmis les premiers à le recevoir !

Pour Précommandez appelez dès maintenant ici :
+225 01 03 08 15 14
+225 07 08 78 07 35

L’ALBUM sera officiellement disponible sur #youtube et toutes les plateformes ce 23 Mars

Intro de l’album : https://youtu.be/qYVDs-ZmJnE

#ALLUMEZ_LA_LUMIÈRE 💽
#on_va_etonner_le_monde 🌕",,2021-03-03 21:34:46,https://scontent-cdt1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/156752800_492285525491463_6777817000665369013_o.jpg?_nc_cat=103&ccb=1-3&_nc_sid=110474&_nc_ohc=qpoGmMrAP3IAX9LiJL-&_nc_ht=scontent-cdt1-1.xx&tp=14&oh=4f4eeb2ab7715e39413624c990ef372e&oe=607A503E,,,,6867,232,0,https://facebook.com/ksbloomofficiel/posts/492285675491448,https://youtu.be/qYVDs-ZmJnE,112105906842762,Ks Bloom,False,,,,,,,['https://scontent-cdt1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/156752800_492285525491463_6777817000665369013_o.jpg?_nc_cat=103&ccb=1-3&_nc_sid=110474&_nc_ohc=qpoGmMrAP3IAX9LiJL-&_nc_ht=scontent-cdt1-1.xx&tp=14&oh=4f4eeb2ab7715e39413624c990ef372e&oe=607A503E']
492055425514473,"Enfin ce qu’on attendait tous !

YOUTUBE.COM
KS BLOOM - Intro ALBUM ( 23 mars 2021 )",Enfin ce qu’on attendait tous !,"YOUTUBE.COM
KS BLOOM - Intro ALBUM ( 23 mars 2021 )",2021-03-03 14:39:55,,,,,3349,154,276,https://facebook.com/ksbloomofficiel/posts/492055425514473,https://youtube.com/watch?v=qYVDs-ZmJnE&feature=share,112105906842762,Ks Bloom,False,,,,,,,[]
491622085557807,"ENFIN CE QU'ON ATTENDAIT TOUS !

https://youtu.be/qYVDs-ZmJnE","ENFIN CE QU'ON ATTENDAIT TOUS !

https://youtu.be/qYVDs-ZmJnE",,2021-03-02 22:37:16,,https://video-cdt1-1.xx.fbcdn.net/v/t42.1790-2/156861018_439690977278524_1422257667272160623_n.mp4?_nc_cat=109&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=QL9ZXukfkBgAX8rIf8I&_nc_ht=video-cdt1-1.xx&oh=0afa854d408780cfd21047adb0808efb&oe=6054FD94,https://scontent-cdt1-1.xx.fbcdn.net/v/t15.5256-10/cp0/e15/q65/s320x320/143718556_770084560381329_386677730046738037_n.jpg?_nc_cat=109&ccb=1-3&_nc_sid=ccf8b3&_nc_ohc=TJDSUugJKVEAX9GGMls&_nc_ht=scontent-cdt1-1.xx&tp=9&oh=a66dcc70f290bfc3bfc09cede4aa653d&oe=607C484C,770073567049095,9826,991,0,https://facebook.com/ksbloomofficiel/videos/770073567049095,https://youtu.be/qYVDs-ZmJnE,112105906842762,Ks Bloom,False,,,,,,,[]
490926145627401,"Merci PAPA pour ce moment ❤️
Merci sista Indira Baboke pour l’invitation ✅
Merci à vous mes camers pour l’ accueil 🇨🇲
C’était vraiment puissant ! DIEU vous bénisse !
Je vous aime ! À très bientôt 👋
————————
Ce mois de MARS sera très particulier pour nous
Les gars 🗓

J’ai une grande nouvelle à vous annoncer demain .... #RestonsConcentrés🤫

#on_va_etonner_le_monde 🌕
#allumez_la_lumière 💽","Merci PAPA pour ce moment ❤️
Merci sista Indira Baboke pour l’invitation ✅
Merci à vous mes camers pour l’ accueil 🇨🇲
C’était vraiment puissant ! DIEU vous bénisse !
Je vous aime ! À très bientôt 👋
————————
Ce mois de MARS sera très particulier pour nous
Les gars 🗓

J’ai une grande nouvelle à vous annoncer demain .... #RestonsConcentrés🤫

#on_va_etonner_le_monde 🌕
#allumez_la_lumière 💽",,2021-03-01 21:13:04,https://scontent-cdt1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/156228956_490922412294441_131200097202683292_o.jpg?_nc_cat=103&ccb=1-3&_nc_sid=110474&_nc_ohc=_WDIBGt8Q5AAX-UqWtf&_nc_ht=scontent-cdt1-1.xx&tp=14&oh=712e391b8a280a0756999361a261a080&oe=607B5049,,,,8364,208,0,https://facebook.com/ksbloomofficiel/posts/490926145627401,,112105906842762,Ks Bloom,False,,,,,,,['https://scontent-cdt1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/156228956_490922412294441_131200097202683292_o.jpg?_nc_cat=103&ccb=1-3&_nc_sid=110474&_nc_ohc=_WDIBGt8Q5AAX-UqWtf&_nc_ht=scontent-cdt1-1.xx&tp=14&oh=712e391b8a280a0756999361a261a080&oe=607B5049']
489243729128976,"C’est Tout à l’heure mes Camers 🇨🇲
——
L’album est à la porte ! Ça s’appelle ""Allumez la lumière""","C’est Tout à l’heure mes Camers 🇨🇲
——
L’album est à la porte ! Ça s’appelle ""Allumez la lumière""",,2021-02-27 09:58:27,,https://video-cdt1-1.xx.fbcdn.net/v/t42.1790-2/155057270_522895239105801_4777237250751700172_n.mp4?_nc_cat=109&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=_3DLvUmybnwAX8h1B3n&_nc_ht=video-cdt1-1.xx&oh=6c2693eecc09572d4aaae7c6ea8a0f9a&oe=6054FA66,https://scontent-cdt1-1.xx.fbcdn.net/v/t15.5256-10/cp0/e15/q65/s320x320/147368627_432766241273109_400510927797778751_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=ccf8b3&_nc_ohc=uN9S0SwPAcIAX_1BNAS&_nc_ht=scontent-cdt1-1.xx&tp=9&oh=1be42d6178ed2e5458ce50acda685f3e&oe=607B7D7E,432765094606557,2846,120,0,https://facebook.com/ksbloomofficiel/videos/432765094606557,,112105906842762,Ks Bloom,False,,,,,,,[]
488206842565998,"RDV au musée national du Cameroon 🇨🇲 ce samedi 27 février !

On va #Allumer_la_lumière !
L’album est à la porte 💽","RDV au musée national du Cameroon 🇨🇲 ce samedi 27 février !

On va #Allumer_la_lumière !
L’album est à la porte 💽",,2021-02-25 19:46:27,https://scontent-cdg2-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/154185267_488206065899409_4651800508373589987_o.jpg?_nc_cat=100&ccb=1-3&_nc_sid=110474&_nc_ohc=_m_fQVKuynYAX-yWFij&_nc_ht=scontent-cdg2-1.xx&tp=14&oh=f4a76fed1e69360b4046f823b7bd65a2&oe=60796125,,,,5978,169,0,https://facebook.com/ksbloomofficiel/posts/488206842565998,,112105906842762,Ks Bloom,False,,,,,,,"['https://scontent-cdg2-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/154185267_488206065899409_4651800508373589987_o.jpg?_nc_cat=100&ccb=1-3&_nc_sid=110474&_nc_ohc=_m_fQVKuynYAX-yWFij&_nc_ht=scontent-cdg2-1.xx&tp=14&oh=f4a76fed1e69360b4046f823b7bd65a2&oe=60796125', 'https://scontent-cdt1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/154959489_488206592566023_7503346486265929990_o.jpg?_nc_cat=101&ccb=1-3&_nc_sid=110474&_nc_ohc=tiqoOlihyO8AX8TAU9s&_nc_ht=scontent-cdt1-1.xx&tp=14&oh=46a054a2c94758fb4ce6c8e573815d68&oe=607C2470', 'https://scontent-cdg2-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/154125593_488206612566021_8696563775905425440_o.jpg?_nc_cat=111&ccb=1-3&_nc_sid=110474&_nc_ohc=Kasx4n7x_jgAX_0d334&_nc_ht=scontent-cdg2-1.xx&tp=14&oh=c161acca16626d9612c70c77de8cec2f&oe=607C5295']"
487521002634582,"Je suis bien arrivé mes camers 🇨🇲✊ !
Le 225 je me désengage 🇨🇮💔🤧😅
———
RDV CE 27 février au concert de ma sist Indira Baboke
—
L’album arrive , ça s’appelle ""ALLUMEZ LA LUMIÈRE""
#on_va_étonner_le_monde 🌕","Je suis bien arrivé mes camers 🇨🇲✊ !
Le 225 je me désengage 🇨🇮💔🤧😅
———
RDV CE 27 février au concert de ma sist Indira Baboke
—
L’album arrive , ça s’appelle ""ALLUMEZ LA LUMIÈRE""
#on_va_étonner_le_monde 🌕",,2021-02-24 22:36:23,,https://video-cdt1-1.xx.fbcdn.net/v/t42.1790-2/153555005_756506245260848_5718889378730554892_n.mp4?_nc_cat=105&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=tqbzdTtxtYkAX81TQFX&_nc_ht=video-cdt1-1.xx&oh=92447b17ceec1cd52b965ac6995de8fd&oe=6055002C,https://scontent-cdt1-1.xx.fbcdn.net/v/t15.5256-10/cp0/e15/q65/p320x320/142596775_451566199301624_5930256897286340324_n.jpg?_nc_cat=103&ccb=1-3&_nc_sid=ccf8b3&_nc_ohc=PW8rhi0j9a0AX8ckjDB&_nc_ht=scontent-cdt1-1.xx&tp=3&oh=a3507e5a4e42279033a0fdfb7f61c59d&oe=607A4454,451559195968991,5609,1020,0,https://facebook.com/ksbloomofficiel/videos/451559195968991,,112105906842762,Ks Bloom,False,,,,,,,[]
487116832674999,"Mes Camers je suis là ! RDV ce 27 février au concert de ma sœur Indira Baboke .
——
clip 👉▶️ : https://youtu.be/vSdxTwZWuYM

L’album arrive, ça s’appelle ""Allumez la lumière""
#on_va_étonner_le_monde 🌕","Mes Camers je suis là ! RDV ce 27 février au concert de ma sœur Indira Baboke .
——
clip 👉▶️ : https://youtu.be/vSdxTwZWuYM

L’album arrive, ça s’appelle ""Allumez la lumière""
#on_va_étonner_le_monde 🌕",,2021-02-24 09:40:56,https://scontent-cdt1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/153550182_487116696008346_5634082657668771983_o.jpg?_nc_cat=103&ccb=1-3&_nc_sid=110474&_nc_ohc=dML4dynNLMYAX99ZBu2&_nc_ht=scontent-cdt1-1.xx&tp=14&oh=d52e09606e1e087f9e0f953f04a0e38c&oe=607BB979,,,,3925,261,0,https://facebook.com/ksbloomofficiel/posts/487116832674999,https://youtu.be/vSdxTwZWuYM,112105906842762,Ks Bloom,False,,,,,,,['https://scontent-cdt1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/153550182_487116696008346_5634082657668771983_o.jpg?_nc_cat=103&ccb=1-3&_nc_sid=110474&_nc_ohc=dML4dynNLMYAX99ZBu2&_nc_ht=scontent-cdt1-1.xx&tp=14&oh=d52e09606e1e087f9e0f953f04a0e38c&oe=607BB979']
484966972889985,"Yess Il a du talent 🔥👏!!! T’es béni bro ABOME Lelefant Officiel

ABOME Lelefant Officiel
February 12 at 4:49 PM ·

🚨🚨🚨 Uhmmmm LA MUSIQUE RELIGIEUSE 🔥❤️J’ai fait ma part à vous de le valider

Mon père Reverend General Makosso
Mon vieux Molare Inter artiste voilà hein
Maman Claire Bahi Officiel Claire Bahi
Oman Nash Mon frère Ks Bloom

Aidez moi à propulser ce talent, mon artiste Nitiema Officiel 👉🏽 https://youtu.be/J_HnUu6CyiI

#DIGBA_PRODUCTION RDV a 18H pour la sortie du son",Yess Il a du talent 🔥👏!!! T’es béni bro ABOME Lelefant Officiel,"ABOME Lelefant Officiel
February 12 at 4:49 PM ·

🚨🚨🚨 Uhmmmm LA MUSIQUE RELIGIEUSE 🔥❤️J’ai fait ma part à vous de le valider

Mon père Reverend General Makosso
Mon vieux Molare Inter artiste voilà hein
Maman Claire Bahi Officiel Claire Bahi
Oman Nash Mon frère Ks Bloom

Aidez moi à propulser ce talent, mon artiste Nitiema Officiel 👉🏽 https://youtu.be/J_HnUu6CyiI

#DIGBA_PRODUCTION RDV a 18H pour la sortie du son",2021-02-21 00:40:40,,https://video-cdt1-1.xx.fbcdn.net/v/t42.1790-2/148456628_804763103450198_6045976715090228734_n.mp4?_nc_cat=101&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=Yt9GlcUd1pgAX-vwFid&_nc_ht=video-cdt1-1.xx&oh=f921438452b66d0001c8806e7f13daa8&oe=6054F50B,https://scontent-cdt1-1.xx.fbcdn.net/v/t15.5256-10/cp0/e15/q65/s320x320/143385450_2794440144147114_6159305233496261889_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=ccf8b3&_nc_ohc=6jVpo2IhrD8AX9e8N6O&_nc_ht=scontent-cdt1-1.xx&tp=9&oh=7b65e61530a1b1b94662251de6d95731&oe=607B52F8,2794435697480892,964,26,98,https://facebook.com/ksbloomofficiel/posts/484966972889985,https://youtu.be/J_HnUu6CyiI,112105906842762,Ks Bloom,False,,270241311134313,2021-02-12 16:49:00,100044453378673,ABOME Lelefant Officiel,https://facebook.com/story.php?story_fbid=270241311134313&id=100044453378673,[]
482873926432623,"#14fevrier

L’ALBUM EST BIENTÔT DISPONIBLE 🎉
#allumez_la_lumiere 💽

ASAPH du ciel feat Ks Bloom :
Ici 👉▶️ : https://youtu.be/vSdxTwZWuYM

#on_va_étonner_le_monde","#14fevrier

L’ALBUM EST BIENTÔT DISPONIBLE 🎉
#allumez_la_lumiere 💽

ASAPH du ciel feat Ks Bloom :
Ici 👉▶️ : https://youtu.be/vSdxTwZWuYM

#on_va_étonner_le_monde",,2021-02-17 23:37:13,,https://video-cdt1-1.xx.fbcdn.net/v/t42.1790-2/10000000_256511109316414_1768515055605578627_n.mp4?_nc_cat=109&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=wVV_qsZE19sAX-OU-M9&_nc_ht=video-cdt1-1.xx&oh=5994e73ecc6d7a971834a0120e133d62&oe=6054F6C0,https://scontent-cdt1-1.xx.fbcdn.net/v/t15.5256-10/cp0/e15/q65/s320x320/145208193_230430315422487_5626761537965256280_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=ccf8b3&_nc_ohc=EjbldMUL_5QAX-SxORy&_nc_ht=scontent-cdt1-1.xx&tp=9&oh=f62e0805fef3f1f0b5d19a545252687c&oe=607A8675,230410622091123,12794,1454,0,https://facebook.com/ksbloomofficiel/videos/230410622091123,https://youtu.be/vSdxTwZWuYM,112105906842762,Ks Bloom,False,,,,,,,[]
481537866566229,,,,2021-02-15 21:33:03,https://scontent-cdt1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/150438999_481537806566235_3004685509594546928_o.jpg?_nc_cat=101&ccb=1-3&_nc_sid=dd9801&_nc_ohc=1DxDkzvEnE0AX_Di9kQ&_nc_ht=scontent-cdt1-1.xx&tp=14&oh=813a5b0a68b0a334351ceb12264678e2&oe=60795DE1,,,,1470,41,0,https://facebook.com/ksbloomofficiel/posts/481537803232902,,112105906842762,Ks Bloom,False,,,,,,,"['https://scontent-cdt1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/150438999_481537806566235_3004685509594546928_o.jpg?_nc_cat=101&ccb=1-3&_nc_sid=dd9801&_nc_ohc=1DxDkzvEnE0AX_Di9kQ&_nc_ht=scontent-cdt1-1.xx&tp=14&oh=813a5b0a68b0a334351ceb12264678e2&oe=60795DE1', 'https://scontent-cdt1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/150438999_481537806566235_3004685509594546928_o.jpg?_nc_cat=101&ccb=1-3&_nc_sid=dd9801&_nc_ohc=1DxDkzvEnE0AX_Di9kQ&_nc_ht=scontent-cdt1-1.xx&tp=14&oh=813a5b0a68b0a334351ceb12264678e2&oe=60795DE1', 'https://scontent-cdt1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/150438999_481537806566235_3004685509594546928_o.jpg?_nc_cat=101&ccb=1-3&_nc_sid=dd9801&_nc_ohc=1DxDkzvEnE0AX_Di9kQ&_nc_ht=scontent-cdt1-1.xx&tp=14&oh=813a5b0a68b0a334351ceb12264678e2&oe=60795DE1']"
